sID,Bangla,IPA,Dekhabet,Tokens
17335,ডেঞ্জারাস মেয়ে,den.ɟa.ras me.e ,denjaras mee ,"[17, 2, 15, 12, 1, 16, 1, 10, 0, 14, 2, 2, 0]"
17336,কী করে বসে কে জানে,ki ko.re bɔ.ʃe ke ɟa.ne ,ki kore boshe ke jane ,"[18, 3, 0, 18, 4, 16, 2, 0, 8, 4, 21, 2, 0, 18, 2, 0, 12, 1, 15, 2, 0]"
17342,মুনা বসল,mu.na boʃ.lo ,muna boshlo ,"[14, 5, 15, 1, 0, 8, 4, 21, 13, 4, 0]"
17344,আমার রাগ কমেছে,a.mar rag ko.me.cʰe ,amar rag komechhe ,"[1, 14, 1, 16, 0, 16, 1, 6, 0, 18, 4, 14, 2, 20, 9, 2, 0]"
17345,তুমি উঠে যেতে চাইলে উঠে যেতে পার',t̪u.mi u.tʰe ɟe.t̪e cai.le u.tʰe ɟe.t̪e par ,tumi uthe jete chaile uthe jete par ,"[11, 5, 14, 3, 0, 5, 11, 9, 2, 0, 12, 2, 11, 2, 0, 20, 1, 3, 13, 2, 0, 5, 11, 9, 2, 0, 12, 2, 11, 2, 0, 7, 1, 16, 0]"
17347,তুমি গাইড করে নিচ্ছ মানে,t̪u.mi ga.id ko.re nic.cʰo ma.ne ,tumi gaid kore nichchho mane ,"[11, 5, 14, 3, 0, 6, 1, 3, 17, 0, 18, 4, 16, 2, 0, 15, 3, 20, 20, 9, 4, 0, 14, 1, 15, 2, 0]"
17348,গাইড করে নেয়ার মধ্যে কী আছে,ga.id ko.re ne.ar mod̪.d̪ʰe ki a.cʰe ,gaid kore near moddhe ki achhe ,"[6, 1, 3, 17, 0, 18, 4, 16, 2, 0, 15, 2, 1, 16, 0, 14, 4, 17, 17, 9, 2, 0, 18, 3, 0, 1, 20, 9, 2, 0]"
17350,ব্যাপারটা এত সোজা না রে মুনা,bæ.par.ta æ.t̪o ʃo.ɟa na re mu.na ,beparta eto shoja na re muna ,"[8, 2, 7, 1, 16, 11, 1, 0, 2, 11, 4, 0, 21, 4, 12, 1, 0, 15, 1, 0, 16, 2, 0, 14, 5, 15, 1, 0]"
17352,আর কেউ জানে না,ar keu ɟa.ne na ,ar keu jane na ,"[1, 16, 0, 18, 2, 5, 0, 12, 1, 15, 2, 0, 15, 1, 0]"
17354,নিঃসঙ্গ শেরপা',niʃ.ʃɔŋ.go ʃer.pa ,nishshonggo sherpa ,"[15, 3, 21, 21, 4, 19, 6, 4, 0, 21, 2, 16, 7, 1, 0]"
17355,তুমি বুঝি দলপতি',t̪u.mi bu.ɟʰi d̪ɔ.lo.po.t̪i ,tumi bujhi dolopoti ,"[11, 5, 14, 3, 0, 8, 5, 12, 9, 3, 0, 17, 4, 13, 4, 7, 4, 11, 3, 0]"
17357,রানার মেজাজ খারাপ হয়ে গেল,ra.nar me.ɟaɟ kʰa.rap ho.je gæ.lo ,ranar mejaj kharap hoee gelo ,"[16, 1, 15, 1, 16, 0, 14, 2, 12, 1, 12, 0, 18, 9, 1, 16, 1, 7, 0, 9, 4, 2, 2, 0, 6, 2, 13, 4, 0]"
17358,বড় ফিচেল টাইপ মেয়ে,bɔ.ɾo pʰi.cel ta.ip me.e ,boro phichel taip mee ,"[8, 4, 16, 4, 0, 7, 9, 3, 20, 2, 13, 0, 11, 1, 3, 7, 0, 14, 2, 2, 0]"
17359,এই মেয়ে ভোগাবে বলে মনে হয়,ei me.e bʰo.ga.be bo.le mo.ne hɔj ,ei mee bhogabe bole mone hoe ,"[2, 3, 0, 14, 2, 2, 0, 8, 9, 4, 6, 1, 8, 2, 0, 8, 4, 13, 2, 0, 14, 4, 15, 2, 0, 9, 4, 2, 0]"
17362,দু’জন যাচ্ছে উইদাউট টিকেট,d̪u ɟɔn ɟac.cʰe ui.d̪a.ut ti.ket ,du jon jachchhe uidaut tiket ,"[17, 5, 0, 12, 4, 15, 0, 12, 1, 20, 20, 9, 2, 0, 5, 3, 17, 1, 5, 11, 0, 11, 3, 18, 2, 11, 0]"
17364,একজনেরটা হলে সামাল দেয়া যেত,æk.ɟo.ner.ta ho.le ʃa.mal d̪e.a ɟe.t̪o ,ekjonerta hole shamal dea jeto ,"[2, 18, 12, 4, 15, 2, 16, 11, 1, 0, 9, 4, 13, 2, 0, 21, 1, 14, 1, 13, 0, 17, 2, 1, 0, 12, 2, 11, 4, 0]"
17366,জরী আপার টিকেট নেই',ɟo.ri a.par ti.ket nei ,jori apar tiket nei ,"[12, 4, 16, 3, 0, 1, 7, 1, 16, 0, 11, 3, 18, 2, 11, 0, 15, 2, 3, 0]"
17367,ওর টিকেট থাকবে কেন,or ti.ket t̪ʰak.be kæ.no ,or tiket thakbe keno ,"[4, 16, 0, 11, 3, 18, 2, 11, 0, 11, 9, 1, 18, 8, 2, 0, 18, 2, 15, 4, 0]"
17368,ওর কি যাওয়ার কথা,or ki ɟa.o.jar kɔ.t̪ʰa ,or ki jaoear kotha ,"[4, 16, 0, 18, 3, 0, 12, 1, 4, 2, 1, 16, 0, 18, 4, 11, 9, 1, 0]"
17371,অথচ সবাই নির্বিকার,ɔ.t̪ʰo.co ʃɔ.bai nirb.bi.kar ,othocho shobai nirbbikar ,"[4, 11, 9, 4, 20, 4, 0, 21, 4, 8, 1, 3, 0, 15, 3, 16, 8, 8, 3, 18, 1, 16, 0]"
17372,যেন কিছুই হয়নি,ɟe.no ki.cʰui hɔj.ni ,jeno kichhui hoeni ,"[12, 2, 15, 4, 0, 18, 3, 20, 9, 5, 3, 0, 9, 4, 2, 15, 3, 0]"
17374,ভেরি গ্রেট মিসটেক,bʰe.ri gret mis.tek ,bheri gret mistek ,"[8, 9, 2, 16, 3, 0, 6, 16, 2, 11, 0, 14, 3, 10, 11, 2, 18, 0]"
17375,মিসটেক অব দ্য সেনচুরি',mis.tek ɔ.bo d̪æ ʃen.cu.ri ,mistek obo de shenchuri ,"[14, 3, 10, 11, 2, 18, 0, 4, 8, 4, 0, 17, 2, 0, 21, 2, 15, 20, 5, 16, 3, 0]"
17376,জরী বসেছে জানালার পাশে,ɟo.ri bo.ʃe.cʰe ɟa.na.lar pa.ʃe ,jori boshechhe janalar pashe ,"[12, 4, 16, 3, 0, 8, 4, 21, 2, 20, 9, 2, 0, 12, 1, 15, 1, 13, 1, 16, 0, 7, 1, 21, 2, 0]"
17379,তাকে লাগছে নতুন বৌয়ের মতোই,t̪a.ke lag.cʰe no.t̪un bou.jer mɔ.t̪oi ,take lagchhe notun boueer motoi ,"[11, 1, 18, 2, 0, 13, 1, 6, 20, 9, 2, 0, 15, 4, 11, 5, 15, 0, 8, 4, 5, 2, 2, 16, 0, 14, 4, 11, 4, 3, 0]"
17380,আর আসলেই তো সে নতুন বৌ,ar a.ʃo.lei t̪o ʃe no.t̪un bou ,ar asholei to she notun bou ,"[1, 16, 0, 1, 21, 4, 13, 2, 3, 0, 11, 4, 0, 21, 2, 0, 15, 4, 11, 5, 15, 0, 8, 4, 5, 0]"
17381,আজ তার বিয়ে হওয়ার কথা ছিল,aɟ t̪ar bie hɔo.jar kɔ.t̪ʰa cʰi.lo ,aj tar bie hooear kotha chhilo ,"[1, 12, 0, 11, 1, 16, 0, 8, 3, 2, 0, 9, 4, 4, 2, 1, 16, 0, 18, 4, 11, 9, 1, 0, 20, 9, 3, 13, 4, 0]"
17384,জরী বিয়ের আসর থেকে পালিয়েছে,ɟo.ri bi.jer a.ʃor t̪ʰe.ke pa.li.je.cʰe ,jori bieer ashor theke palieechhe ,"[12, 4, 16, 3, 0, 8, 3, 2, 2, 16, 0, 1, 21, 4, 16, 0, 11, 9, 2, 18, 2, 0, 7, 1, 13, 3, 2, 2, 20, 9, 2, 0]"
17388,শাড়ি বদলানো হয়নি,ʃa.ɾi bɔd̪.la.no hɔj.ni ,shari bodlano hoeni ,"[21, 1, 16, 3, 0, 8, 4, 17, 13, 1, 15, 4, 0, 9, 4, 2, 15, 3, 0]"
17390,ইচ্ছে করছে না,ic.che kor.cʰe na ,ichchhe korchhe na ,"[3, 20, 20, 9, 2, 0, 18, 4, 16, 20, 9, 2, 0, 15, 1, 0]"
17396,এখানে জিজ্ঞেস করার কিছু নেই,e.kʰa.ne ɟig.gẽʃ kɔ.rar ki.cʰu nei ,ekhane jiggesh korar kichhu nei ,"[2, 18, 9, 1, 15, 2, 0, 12, 3, 6, 6, 2, 21, 0, 18, 4, 16, 1, 16, 0, 18, 3, 20, 9, 5, 0, 15, 2, 3, 0]"
17404,তা সম্ভব না,t̪a ʃɔm.bʰɔb na ,ta shombhob na ,"[11, 1, 0, 21, 4, 14, 8, 9, 4, 8, 0, 15, 1, 0]"
17406,সে আছে বন্ধুদের মাঝে,ʃe a.cʰe bon.d̪ʰu.d̪er ma.ɟʰe ,she achhe bondhuder majhe ,"[21, 2, 0, 1, 20, 9, 2, 0, 8, 4, 15, 17, 9, 5, 17, 2, 16, 0, 14, 1, 12, 9, 2, 0]"
17407,বন্ধুরা তাকে আলাদা থাকতে দিচ্ছে,bon.d̪ʰu.ra t̪a.ke a.la.d̪a t̪ʰak.t̪e d̪ic.cʰe ,bondhura take alada thakte dichchhe ,"[8, 4, 15, 17, 9, 5, 16, 1, 0, 11, 1, 18, 2, 0, 1, 13, 1, 17, 1, 0, 11, 9, 1, 18, 11, 2, 0, 17, 3, 20, 20, 9, 2, 0]"
17408,কেউ তার দিকে তাকাচ্ছেও না,keu t̪ar d̪i.ke t̪a.kac.cʰe.o na ,keu tar dike takachchheo na ,"[18, 2, 5, 0, 11, 1, 16, 0, 17, 3, 18, 2, 0, 11, 1, 18, 1, 20, 20, 9, 2, 4, 0, 15, 1, 0]"
17409,এখন তারা চা খাচ্ছে,æ.kʰon t̪a.ra ca kʰac.cʰe ,ekhon tara cha khachchhe ,"[2, 18, 9, 4, 15, 0, 11, 1, 16, 1, 0, 20, 1, 0, 18, 9, 1, 20, 20, 9, 2, 0]"
17410,ট্রেনের বুফে কারের কুৎসিত চা,tre.ner bu.pʰe ka.rer kut̪.ʃit̪ ca ,trener buphe karer kutshit cha ,"[11, 16, 2, 15, 2, 16, 0, 8, 5, 7, 9, 2, 0, 18, 1, 16, 2, 16, 0, 18, 5, 11, 21, 3, 11, 0, 20, 1, 0]"
17412,মহানন্দের খাওয়া হচ্ছে,mɔ.ha.non.d̪er kʰaoa hoc.cʰe ,mohanonder khaoa hochchhe ,"[14, 4, 9, 1, 15, 4, 15, 17, 2, 16, 0, 18, 9, 1, 4, 1, 0, 9, 4, 20, 20, 9, 2, 0]"
17415,মোটামুটি অদ্ভুত দৃশ্য,mo.ta.mu.ti ɔd̪.bʰut̪ d̪riʃ.ʃo ,motamuti odbhut drishsho ,"[14, 4, 11, 1, 14, 5, 11, 3, 0, 4, 17, 8, 9, 5, 11, 0, 17, 16, 3, 21, 21, 4, 0]"
17417,কেউ কিছু জিজ্ঞেস করছে না,keu ki.cʰu ɟig.gẽʃ kor.cʰe na ,keu kichhu jiggesh korchhe na ,"[18, 2, 5, 0, 18, 3, 20, 9, 5, 0, 12, 3, 6, 6, 2, 21, 0, 18, 4, 16, 20, 9, 2, 0, 15, 1, 0]"
17419,এদের কেউ ঘাঁটাতে চায় না,e.d̪er keu gʰã.ta.t̪e caj na ,eder keu ghatate chae na ,"[2, 17, 2, 16, 0, 18, 2, 5, 0, 6, 9, 1, 11, 1, 11, 2, 0, 20, 1, 2, 0, 15, 1, 0]"
17425,যাত্রীদের বেশির ভাগই হাসছে,ɟat̪.t̪ri.d̪er be.ʃir bʰag.i haʃ.cʰe ,jattrider beshir bhagi hashchhe ,"[12, 1, 11, 11, 16, 3, 17, 2, 16, 0, 8, 2, 21, 3, 16, 0, 8, 9, 1, 6, 3, 0, 9, 1, 21, 20, 9, 2, 0]"
17433,মাথা ভেতরে টেনে নে,ma.t̪ʰa bʰe.t̪o.re te.ne ne ,matha bhetore tene ne ,"[14, 1, 11, 9, 1, 0, 8, 9, 2, 11, 4, 16, 2, 0, 11, 2, 15, 2, 0, 15, 2, 0]"
17439,"আচ্ছা, আর বলব না'",ac.cʰa ar bol.bo na ,achchha ar bolbo na ,"[1, 20, 20, 9, 1, 0, 1, 16, 0, 8, 4, 13, 8, 4, 0, 15, 1, 0]"
17442,আয় তো তুই',aj t̪o t̪ui ,ae to tui ,"[1, 2, 0, 11, 4, 0, 11, 5, 3, 0]"
17443,জরী উঠল,ɟo.ri utʰ.lo ,jori uthlo ,"[12, 4, 16, 3, 0, 5, 11, 9, 13, 4, 0]"
17445,তোর চোখে পানি,t̪or co.kʰe pa.ni ,tor chokhe pani ,"[11, 4, 16, 0, 20, 4, 18, 9, 2, 0, 7, 1, 15, 3, 0]"
17448,ফিলসফি ছোঁয়াচে রোগের মতো,pʰi.lo.sɔ.pʰi cʰõ.ja.ce ro.ger mɔ.t̪o ,philosophi chhoeache roger moto ,"[7, 9, 3, 13, 4, 10, 4, 7, 9, 3, 0, 20, 9, 4, 2, 1, 20, 2, 0, 16, 4, 6, 2, 16, 0, 14, 4, 11, 4, 0]"
17449,একজনকে ধরলে সবাইকে ধরে,æk.ɟon.ke d̪ʰor.le ʃɔ.bai.ke d̪ʰɔ.re ,ekjonke dhorle shobaike dhore ,"[2, 18, 12, 4, 15, 18, 2, 0, 17, 9, 4, 16, 13, 2, 0, 21, 4, 8, 1, 3, 18, 2, 0, 17, 9, 4, 16, 2, 0]"
17453,চা খেতে যাচ্ছি',ca kʰe.t̪e ɟac.cʰi ,cha khete jachchhi ,"[20, 1, 0, 18, 9, 2, 11, 2, 0, 12, 1, 20, 20, 9, 3, 0]"
17454,"চলো, আমিও যাব",cɔ.lo a.mi.o ɟa.bo ,cholo amio jabo ,"[20, 4, 13, 4, 0, 1, 14, 3, 4, 0, 12, 1, 8, 4, 0]"
17455,তোমাদের বডিগার্ড হিসাবে যাব',t̪o.ma.d̪er bɔ.di.gard hi.ʃa.be ɟa.bo ,tomader bodigard hishabe jabo ,"[11, 4, 14, 1, 17, 2, 16, 0, 8, 4, 17, 3, 6, 1, 16, 17, 0, 9, 3, 21, 1, 8, 2, 0, 12, 1, 8, 4, 0]"
17456,"বল্টু, তোমাকে যেতে হবে না",bol.tu t̪o.ma.ke ɟe.t̪e hɔ.be na ,boltu tomake jete hobe na ,"[8, 4, 13, 11, 5, 0, 11, 4, 14, 1, 18, 2, 0, 12, 2, 11, 2, 0, 9, 4, 8, 2, 0, 15, 1, 0]"
17458,নো মুভমেন্ট',no mubʰ.ment ,no mubhment ,"[15, 4, 0, 14, 5, 8, 9, 14, 2, 15, 11, 0]"
17459,বল্টু নামটা না ডাকলে হয় না,bol.tu nam.ta na dak.le hɔj na ,boltu namta na dakle hoe na ,"[8, 4, 13, 11, 5, 0, 15, 1, 14, 11, 1, 0, 15, 1, 0, 17, 1, 18, 13, 2, 0, 9, 4, 2, 0, 15, 1, 0]"
17464,"মি: বি""",miʃ.tar bi ,mishtar bi ,"[14, 3, 21, 11, 1, 16, 0, 8, 3, 0]"
17466,এদের অনেকক্ষণ হাঁটতে হল,e.d̪er ɔ.nek.kʰɔn hãt.t̪e hɔl ,eder onekkhon hatte hol ,"[2, 17, 2, 16, 0, 4, 15, 2, 18, 18, 9, 4, 15, 0, 9, 1, 11, 11, 2, 0, 9, 4, 13, 0]"
17803,ট্রেন জার্নি,tren ɟar.ni ,tren jarni ,"[11, 16, 2, 15, 0, 12, 1, 16, 15, 3, 0]"
17805,চারদিকে দেখতে দেখতে যাওয়া যায়,car.d̪i.ke d̪ekʰ.t̪e d̪ekʰ.t̪e ɟao.a ɟaj ,chardike dekhte dekhte jaoa jae ,"[20, 1, 16, 17, 3, 18, 2, 0, 17, 2, 18, 9, 11, 2, 0, 17, 2, 18, 9, 11, 2, 0, 12, 1, 4, 1, 0, 12, 1, 2, 0]"
17809,এজন্যেই ভাল লাগে,e.ɟon.nei bʰa.lo la.ge ,ejonnei bhalo lage ,"[2, 12, 4, 15, 15, 2, 3, 0, 8, 9, 1, 13, 4, 0, 13, 1, 6, 2, 0]"
17810,আমি এইভাবে কখনো ভাবিনি,a.mi ei.bʰa.be kɔ.kʰo.no bʰa.bi.ni ,ami eibhabe kokhono bhabini ,"[1, 14, 3, 0, 2, 3, 8, 9, 1, 8, 2, 0, 18, 4, 18, 9, 4, 15, 4, 0, 8, 9, 1, 8, 3, 15, 3, 0]"
17811,আমিও ভাবিনি,a.mi.o bʰa.bi.ni ,amio bhabini ,"[1, 14, 3, 4, 0, 8, 9, 1, 8, 3, 15, 3, 0]"
17812,বাবার কাছে শুনেছি,ba.bar ka.cʰe ʃu.ne.cʰi ,babar kachhe shunechhi ,"[8, 1, 8, 1, 16, 0, 18, 1, 20, 9, 2, 0, 21, 5, 15, 2, 20, 9, 3, 0]"
17818,বৃষ্টি কি হবে,briʃ.ti ki hɔ.be ,brishti ki hobe ,"[8, 16, 3, 21, 11, 3, 0, 18, 3, 0, 9, 4, 8, 2, 0]"
17819,হলে খুব ভাল হয়,ho.le kʰub bʰa.lo hɔj ,hole khub bhalo hoe ,"[9, 4, 13, 2, 0, 18, 9, 5, 8, 0, 8, 9, 1, 13, 4, 0, 9, 4, 2, 0]"
17821,"জরী বলল, হুঁ",ɟo.ri bol.lo hũ ,jori bollo hu ,"[12, 4, 16, 3, 0, 8, 4, 13, 13, 4, 0, 9, 5, 0]"
17822,সায় দেবার জন্যে সায় দেয়া,ʃaj d̪e.bar ɟon.ne ʃaj d̪e.a ,shae debar jonne shae dea ,"[21, 1, 2, 0, 17, 2, 8, 1, 16, 0, 12, 4, 15, 15, 2, 0, 21, 1, 2, 0, 17, 2, 1, 0]"
17823,সে আসলে কিছু শুনছে না,ʃe a.ʃo.le ki.cʰu ʃun.cʰe na ,she ashole kichhu shunchhe na ,"[21, 2, 0, 1, 21, 4, 13, 2, 0, 18, 3, 20, 9, 5, 0, 21, 5, 15, 20, 9, 2, 0, 15, 1, 0]"
17824,তার শুনতে ইচ্ছা করছে না,t̪ar ʃun.t̪e ic.cʰa kor.cʰe na ,tar shunte ichchha korchhe na ,"[11, 1, 16, 0, 21, 5, 15, 11, 2, 0, 3, 20, 20, 9, 1, 0, 18, 4, 16, 20, 9, 2, 0, 15, 1, 0]"
17828,জানি না,ɟa.ni na ,jani na ,"[12, 1, 15, 3, 0, 15, 1, 0]"
17832,তুই আমার কথা কিছুই শুনছিস না,t̪ui a.mar kɔ.t̪ʰa ki.cʰui ʃu.ne.cʰiʃ na ,tui amar kotha kichhui shunechhish na ,"[11, 5, 3, 0, 1, 14, 1, 16, 0, 18, 4, 11, 9, 1, 0, 18, 3, 20, 9, 5, 3, 0, 21, 5, 15, 2, 20, 9, 3, 21, 0, 15, 1, 0]"
17833,মন দিয়ে শুনলে হেসে ফেলতি,mon d̪i.e ʃun.le he.ʃe pʰel.t̪i ,mon die shunle heshe phelti ,"[14, 4, 15, 0, 17, 3, 2, 0, 21, 5, 15, 13, 2, 0, 9, 2, 21, 2, 0, 7, 9, 2, 13, 11, 3, 0]"
17838,আমরা চা খেতে এসেছি,am.ra ca kʰe.t̪e e.ʃe.cʰi ,amra cha khete eshechhi ,"[1, 14, 16, 1, 0, 20, 1, 0, 18, 9, 2, 11, 2, 0, 2, 21, 2, 20, 9, 3, 0]"
17840,ওভালটিন আছে,o.bʰal.tin a.cʰe ,obhaltin achhe ,"[4, 8, 9, 1, 13, 11, 3, 15, 0, 1, 20, 9, 2, 0]"
17841,"ওভালটিন, ওভালটিন কে খায়",o.bʰal.tin o.bʰal.tin ke kʰaj ,obhaltin obhaltin ke khae ,"[4, 8, 9, 1, 13, 11, 3, 15, 0, 4, 8, 9, 1, 13, 11, 3, 15, 0, 18, 2, 0, 18, 9, 1, 2, 0]"
17842,বাংলাদেশ হচ্ছে চায়ের দেশ,baŋ.la.d̪eʃ hoc.cʰe ca.jer d̪eʃ ,bangladesh hochchhe chaeer desh ,"[8, 1, 19, 13, 1, 17, 2, 21, 0, 9, 4, 20, 20, 9, 2, 0, 20, 1, 2, 2, 16, 0, 17, 2, 21, 0]"
17843,এখানে পাওয়া যাবে চা,e.kʰa.ne pao.a ɟa.be ca ,ekhane paoa jabe cha ,"[2, 18, 9, 1, 15, 2, 0, 7, 1, 4, 1, 0, 12, 1, 8, 2, 0, 20, 1, 0]"
17844,বিদেশিদের জন্য কফি,bi.d̪e.ʃi.d̪er ɟon.no ko.pʰi ,bideshider jonno kophi ,"[8, 3, 17, 2, 21, 3, 17, 2, 16, 0, 12, 4, 15, 15, 4, 0, 18, 4, 7, 9, 3, 0]"
17845,ওভালটিন কেন,o.bʰal.tin kæ.no ,obhaltin keno ,"[4, 8, 9, 1, 13, 11, 3, 15, 0, 18, 2, 15, 4, 0]"
17846,ম্যানেজার হাই তুলল,mæ.ne.ɟar hai t̪ul.lo ,menejar hai tullo ,"[14, 2, 15, 2, 12, 1, 16, 0, 9, 1, 3, 0, 11, 5, 13, 13, 4, 0]"
17851,আমরা চা খেতে এসেছি,am.ra ca kʰe.t̪e e.ʃe.cʰi ,amra cha khete eshechhi ,"[1, 14, 16, 1, 0, 20, 1, 0, 18, 9, 2, 11, 2, 0, 2, 21, 2, 20, 9, 3, 0]"
17855,বন্ধ সার্ভিস চালু করুন,bɔn.d̪ʰo sar.bʰis ca.lu ko.run ,bondho sarbhis chalu korun ,"[8, 4, 15, 17, 9, 4, 0, 10, 1, 16, 8, 9, 3, 10, 0, 20, 1, 13, 5, 0, 18, 4, 16, 5, 15, 0]"
17856,আমরা ঐ কোণায় বসছি,am.ra oi ko.naj boʃ.cʰi ,amra oi konae boshchhi ,"[1, 14, 16, 1, 0, 4, 3, 0, 18, 4, 15, 1, 2, 0, 8, 4, 21, 20, 9, 3, 0]"
17857,চা না খেয়ে যাব না,ca na kʰe.je ɟa.bo na ,cha na kheee jabo na ,"[20, 1, 0, 15, 1, 0, 18, 9, 2, 2, 2, 0, 12, 1, 8, 4, 0, 15, 1, 0]"
17858,"শুনুন, চিনি যেন কম হয়",ʃu.nun ci.ni ɟe.no kɔm hɔj ,shunun chini jeno kom hoe ,"[21, 5, 15, 5, 15, 0, 20, 3, 15, 3, 0, 12, 2, 15, 4, 0, 18, 4, 14, 0, 9, 4, 2, 0]"
17860,ম্যানেজারের কোনো ভাবান্তর হল না,mæ.ne.ɟa.rer ko.no bʰa.ban.t̪ɔr hɔl na ,menejarer kono bhabantor hol na ,"[14, 2, 15, 2, 12, 1, 16, 2, 16, 0, 18, 4, 15, 4, 0, 8, 9, 1, 8, 1, 15, 11, 4, 16, 0, 9, 4, 13, 0, 15, 1, 0]"
17861,সে আবার হাই তুলল,ʃe a.bar hai t̪ul.lo ,she abar hai tullo ,"[21, 2, 0, 1, 8, 1, 16, 0, 9, 1, 3, 0, 11, 5, 13, 13, 4, 0]"
17863,এসব পাত্তা দিলে চলে না,e.ʃɔb pat̪.t̪a d̪i.le cɔ.le na ,eshob patta dile chole na ,"[2, 21, 4, 8, 0, 7, 1, 11, 11, 1, 0, 17, 3, 13, 2, 0, 20, 4, 13, 2, 0, 15, 1, 0]"
17864,চা অবশ্য সে সহজেই দিতে পারে,ca ɔ.boʃ.ʃo ʃe ʃɔ.ho.ɟei d̪i.t̪e pa.re ,cha oboshsho she shohojei dite pare ,"[20, 1, 0, 4, 8, 4, 21, 21, 4, 0, 21, 2, 0, 21, 4, 9, 4, 12, 2, 3, 0, 17, 3, 11, 2, 0, 7, 1, 16, 2, 0]"
17866,কিন্তু দরকারটা কী,kin.t̪u d̪ɔr.kar.ta ki ,kintu dorkarta ki ,"[18, 3, 15, 11, 5, 0, 17, 4, 16, 18, 1, 16, 11, 1, 0, 18, 3, 0]"
17868,রাগারাগিও হয়তো করবে,ra.ga.ra.gi.o hɔj.t̪o kor.be ,ragaragio hoeto korbe ,"[16, 1, 6, 1, 16, 1, 6, 3, 4, 0, 9, 4, 2, 11, 4, 0, 18, 4, 16, 8, 2, 0]"
17870,‍ অসুবিধা কী,ɔ.ʃu.bi.dʰa ki ,oshubidha ki ,"[4, 21, 5, 8, 3, 17, 9, 1, 0, 18, 3, 0]"
17875,সেটা সম্ভব না,ʃe.ta ʃɔm.bʰɔb na ,sheta shombhob na ,"[21, 2, 11, 1, 0, 21, 4, 14, 8, 9, 4, 8, 0, 15, 1, 0]"
17877,জানালা খোলা,ɟa.na.la kʰo.la ,janala khola ,"[12, 1, 15, 1, 13, 1, 0, 18, 9, 4, 13, 1, 0]"
17883,ঝমঝমিয়ে একটা বৃষ্টি দরকার,ɟʰɔm.ɟʰo.mi.je æk.ta briʃ.ti d̪ɔr.kar ,jhomjhomiee ekta brishti dorkar ,"[12, 9, 4, 14, 12, 9, 4, 14, 3, 2, 2, 0, 2, 18, 11, 1, 0, 8, 16, 3, 21, 11, 3, 0, 17, 4, 16, 18, 1, 16, 0]"
17886,অনেক দিন থেকে,ɔ.nek d̪in t̪ʰe.ke ,onek din theke ,"[4, 15, 2, 18, 0, 17, 3, 15, 0, 11, 9, 2, 18, 2, 0]"
17893,তোর মন হয়তো ভালো হবে,t̪or mon hɔj.t̪o bʰa.lo hɔ.be ,tor mon hoeto bhalo hobe ,"[11, 4, 16, 0, 14, 4, 15, 0, 9, 4, 2, 11, 4, 0, 8, 9, 1, 13, 4, 0, 9, 4, 8, 2, 0]"
17894,কিন্তু সবার মন তো আর তোর মতো না,kin.t̪u ʃɔ.bar mon t̪o ar t̪or mɔ.t̪o na ,kintu shobar mon to ar tor moto na ,"[18, 3, 15, 11, 5, 0, 21, 4, 8, 1, 16, 0, 14, 4, 15, 0, 11, 4, 0, 1, 16, 0, 11, 4, 16, 0, 14, 4, 11, 4, 0, 15, 1, 0]"
17895,আমরা সবাই আলাদা আলাদা,am.ra ʃɔ.bai a.la.d̪a a.la.d̪a ,amra shobai alada alada ,"[1, 14, 16, 1, 0, 21, 4, 8, 1, 3, 0, 1, 13, 1, 17, 1, 0, 1, 13, 1, 17, 1, 0]"
17897,দু:খ পেলে সবারই মন-খারাপ হয়,d̪uk.kʰo pe.le ʃɔ.bar.i mon kʰa.rap hɔj ,dukkho pele shobari mon kharap hoe ,"[17, 5, 18, 18, 9, 4, 0, 7, 2, 13, 2, 0, 21, 4, 8, 1, 16, 3, 0, 14, 4, 15, 0, 18, 9, 1, 16, 1, 7, 0, 9, 4, 2, 0]"
17901,আনুশকা চুপ করে গেল,a.nuʃ.ka cup ko.re gæ.lo ,anushka chup kore gelo ,"[1, 15, 5, 21, 18, 1, 0, 20, 5, 7, 0, 18, 4, 16, 2, 0, 6, 2, 13, 4, 0]"
17907,আমি কিন্তু চা না খেয়ে যাব না,a.mi kin.t̪u ca na kʰe.je ɟa.bo na ,ami kintu cha na kheee jabo na ,"[1, 14, 3, 0, 18, 3, 15, 11, 5, 0, 20, 1, 0, 15, 1, 0, 18, 9, 2, 2, 2, 0, 12, 1, 8, 4, 0, 15, 1, 0]"
17909,"আফসোস, এরা শুনতে পাচ্ছে না",apʰ.sos e.ra ʃun.t̪e pac.cʰe na ,aphsos era shunte pachchhe na ,"[1, 7, 9, 10, 4, 10, 0, 2, 16, 1, 0, 21, 5, 15, 11, 2, 0, 7, 1, 20, 20, 9, 2, 0, 15, 1, 0]"
17910,শুনতে পেলে দৌড়ে পালিয়ে যেত,ʃun.t̪e pe.le d̪ou.ɾe pa.li.je ɟe.t̪o ,shunte pele doure paliee jeto ,"[21, 5, 15, 11, 2, 0, 7, 2, 13, 2, 0, 17, 4, 5, 16, 2, 0, 7, 1, 13, 3, 2, 2, 0, 12, 2, 11, 4, 0]"
17912,তাতে অসুবিধা নেই,t̪a.t̪e ɔ.ʃu.bi.dʰa nei ,tate oshubidha nei ,"[11, 1, 11, 2, 0, 4, 21, 5, 8, 3, 17, 9, 1, 0, 15, 2, 3, 0]"
