Bangla,IPA,CMUBETs
"এই শিশুগুলোকে অনেকটা যন্ত্রের মতো প্রস্তুত করা হয়েছে, পদ্ধতির বাইরে এরা কাজ করতে পারে না",ei ʃi.ʃu.gu.lo.ke ɔ.nek.ta ɟɔn.t̪rer mɔ.t̪o pros.t̪ut̪ kɔ.ra he.je.cʰe pɔd̪.d̪ʰo.t̪ir bai.re e.ra kaɟ kor.t̪e pa.re na ,EY IH SIL SH IH SH UW UW L OW K EY SIL AO N EY K T AA SIL JH AO N T R EY R SIL M AO T OW SIL P R OW S T UW T SIL K AO R AA SIL HH EY Y EY EY SIL P AO D D OW T IH R SIL B AA IH R EY SIL EY R AA SIL K AA JH SIL K OW R T EY SIL P AA R EY SIL N AA
কোড শোনার পর শিশুগুলো তাদের বিকলাঙ্গ শরীর নিয়ে নিজের বিশাল মাথা নিয়ে প্রায় সারিবদ্ধ হয়ে স্থির হয়ে দাঁড়ালো,kod ʃo.nar pɔr ʃi.ʃu.gu.lo t̪a.d̪er bi.kɔ.laŋ.go ʃo.rir ni.je ni.ɟer bi.ʃal ma.t̪ʰa ni.je praj ʃa.ri.bɔd̪.d̪ʰo ho.je st̪ʰir ho.je d̪ã.ɾa.lo ,K OW D SIL SH OW N AA R SIL P AO R SIL SH IH SH UW UW L OW SIL T AA D EY R SIL B IH K AO L AA NG OW SIL SH OW R IH R SIL N IH Y EY SIL N IH JH EY R SIL B IH SH AA L SIL M AA T AA SIL N IH Y EY SIL P R AA Y SIL SH AA R IH B AO D D OW SIL HH OW Y EY SIL S T IH R SIL HH OW Y EY SIL D AA DX AA L OW
"নজীব সবার দিকে এক নজর তাকিয়ে বলল, সমস্যাটি প্রচলিত ভাষায়""",no.ɟib ʃɔ.bar d̪i.ke æk nɔ.ɟor t̪a.ki.je bol.lo ʃɔ.moʃ.ʃa.ti pro.co.li.t̪o bʰa.ʃaj ,N OW JH IH B SIL SH AO B AA R SIL D IH K EY SIL AE K SIL N AO JH OW R SIL T AA K IH Y EY SIL B OW L L OW SIL SH AO M OW SH SH AA T IH SIL P R OW OW L IH T OW SIL B AA SH AA Y
শব্দের অর্থ যথাযথ,ʃɔb.d̪er ɔrt̪.t̪ʰo ɟɔ.t̪ʰa.ɟɔ.t̪ʰo ,SH AO B D EY R SIL AO R T T OW SIL JH AO T AA JH AO T OW
রূপক উপসর্গ সর্বনিম্ন,ru.pɔk u.po.ʃɔrg.go ʃɔr.bo.nim.no ,R UW P AO K SIL UW P OW SH AO R OW SIL SH AO R B OW N IH M N OW
বাক্যাংশ এরকম: ক্রন কম্পিউটিংয়ের ব্যবসায়িক সাফল্যের সম্ভাবনা কত,bak.kaŋ.ʃo e.rɔ.kom kron kɔm.piu.tiŋ.er bæb.ʃa.jik ʃa.pʰol.ler ʃɔm.bʰa.bo.na kɔ.t̪o ,B AA K K AA NG SH OW SIL EY R AO K OW M SIL K R OW N SIL K AO M P IH UW T IH NG EY R SIL B AE B SH AA Y IH K SIL SH AA P OW L L EY R SIL SH AO M B AA B OW N AA SIL K AO T OW
"নজীবের কথাগুলো শেষ হওয়ামাত্র শিশুগুলো নিজেদের কাছাকাছি চলে আসে, অপুষ্ট আঙ্গুল নেড়ে নিজেদের ভিতরে দুর্বোধ্য একধরনের ভাষায় কথা বলে, একজন হামাগুড়ি দিয়ে একটা কম্পিউটারের সামনে উপুড় হয়ে বসে, দ্রুত হাত নেড়ে কিছু তথ্য প্রবেশ করায়",no.ɟi.ber kɔ.t̪ʰa.gu.lo ʃeʃ hɔo.o.ja.mat̪.t̪ro ʃi.ʃu.gu.lo ni.ɟe.d̪er ka.cʰa.ka.cʰi cɔ.le a.ʃe ɔ.puʃ.to aŋ.gul ne.ɾe ni.ɟe.d̪er bʰi.t̪o.re d̪ur.bod̪.d̪ʰɔ æk.d̪ʰɔ.ro.ner bʰa.ʃaj kɔ.t̪ʰa bo.le æk.ɟɔn ha.ma.gu.ɾi d̪i.e æk.ta kɔm.piu.ta.rer ʃam.ne u.puɾ ho.je bɔ.ʃe d̪ru.t̪o hat̪ ne.ɾe ki.cʰu t̪ot̪.t̪ʰo pro.beʃ kɔ.raj ,N OW JH IH B EY R SIL K AO T AA UW L OW SIL SH EY SH SIL HH AO OW OW Y AA M AA T T R OW SIL SH IH SH UW UW L OW SIL N IH JH EY D EY R SIL K AA AA K AA IH SIL AO L EY SIL AA SH EY SIL AO P UW SH T OW SIL AA NG UW L SIL N EY DX EY SIL N IH JH EY D EY R SIL B IH T OW R EY SIL D UW R B OW D D AO SIL AE K D AO R OW N EY R SIL B AA SH AA Y SIL K AO T AA SIL B OW L EY SIL AE K JH AO N SIL HH AA M AA UW DX IH SIL D IH EY SIL AE K T AA SIL K AO M P IH UW T AA R EY R SIL SH AA M N EY SIL UW P UW DX SIL HH OW Y EY SIL B AO SH EY SIL D R UW T OW SIL HH AA T SIL N EY DX EY SIL K IH UW SIL T OW T T OW SIL P R OW B EY SH SIL K AO R AA Y
"মাথা থেকে ঝুলে থাকা যন্ত্রগুলোতে আলোর বিচ্ছুরণ হতে থাকে, একধরনের ভোঁতা যান্ত্রিক শব্দ হতে থাকে",ma.t̪ʰa t̪ʰe.ke ɟʰu.le t̪ʰa.ka ɟɔn.t̪ro.gu.lo.t̪e a.lor bic.cʰu.rɔn ho.t̪e t̪ʰa.ke æk.d̪ʰɔ.ro.ner bʰõ.t̪a ɟan.t̪rik ʃɔb.d̪o ho.t̪e t̪ʰa.ke ,M AA T AA SIL T EY K EY SIL JH UW L EY SIL T AA K AA SIL JH AO N T R OW UW L OW T EY SIL AA L OW R SIL B IH UW R AO N SIL HH OW T EY SIL T AA K EY SIL AE K D AO R OW N EY R SIL B OW T AA SIL JH AA N T R IH K SIL SH AO B D OW SIL HH OW T EY SIL T AA K EY
শিশুগুলোর অস্বাভাবিক কাজকর্ম যেমন হঠাৎ করে শুরু হয়েছিল ঠিক সেরকম একেবারে হঠাৎ করে থেমে গেল,ʃi.ʃu.gu.lor ɔʃ.ʃa.bʰa.bik kaɟ.kɔr.mo ɟæ.mon hɔ.tʰat̪ ko.re ʃu.ru ho.je.cʰi.lo tʰik ʃe.rɔ.kom æ.ke.ba.re hɔ.tʰat̪ ko.re t̪ʰe.me gæ.lo ,SH IH SH UW UW L OW R SIL AO SH SH AA B AA B IH K SIL K AA JH K AO R M OW SIL JH AE M OW N SIL HH AO T AA T SIL K OW R EY SIL SH UW R UW SIL HH OW Y EY IH L OW SIL T IH K SIL SH EY R AO K OW M SIL AE K EY B AA R EY SIL HH AO T AA T SIL K OW R EY SIL T EY M EY SIL AE L OW
"সবাই একসাথে মাথা ঘুরিয়ে ওদের দুজনের দিকে তাকিয়ে বলল, সমস্যার সমাধান করা সম্ভব নয়",ʃɔ.bai æk.ʃa.t̪ʰe ma.t̪ʰa gʰu.ri.je o.d̪er d̪u.ɟɔ.ner d̪i.ke t̪a.ki.je bol.lo ʃɔ.moʃ.ʃar ʃɔ.ma.d̪ʰan kɔ.ra ʃɔm.bʰɔb nɔj ,SH AO B AA IH SIL AE K SH AA T EY SIL M AA T AA SIL UW R IH Y EY SIL OW D EY R SIL D UW JH AO N EY R SIL D IH K EY SIL T AA K IH Y EY SIL B OW L L OW SIL SH AO M OW SH SH AA R SIL SH AO M AA D AA N SIL K AO R AA SIL SH AO M B AO B SIL N AO Y
"""সমাধানে অনিশ্চয়তা নব্বই ভাগ""",ʃɔ.ma.d̪ʰa.ne ɔ.niʃ.cɔj.o.t̪a nob.boi bʰag ,SH AO M AA D AA N EY SIL AO N IH SH AO Y OW T AA SIL N OW B B OW IH SIL B AA
"কেন""",kæ.no ,K AE N OW
"প্রয়োজনীয় তথ্যের অভাব""",pro.jo.ɟo.ni.o t̪ot̪.t̪ʰer ɔ.bʰab ,P R OW Y OW JH OW N IH OW SIL T OW T T EY R SIL AO B AA B
"মূল ডাটাবেস থেকে তথ্য নিয়ে নাও""",mul da.ta.bes t̪ʰe.ke t̪ot̪.t̪ʰo ni.je nao ,M UW L SIL D AA T AA B EY S SIL T EY K EY SIL T OW T T OW SIL N IH Y EY SIL N AA OW
"নিরাপত্তাজনিত কারণে তথ্যগুলো আমাদের আওতার বাইরে রাখা হয়েছে""",ni.ra.pɔt̪.t̪a.ɟo.ni.t̪o ka.ro.ne t̪ot̪.t̪ʰo.gu.lo a.ma.d̪er a.o.t̪ar bai.re ra.kʰa he.je.cʰe ,N IH R AA P AO T T AA JH OW N IH T OW SIL K AA R OW N EY SIL T OW T T OW UW L OW SIL AA M AA D EY R SIL AA OW T AA R SIL B AA IH R EY SIL R AA K AA SIL HH EY Y EY EY
শরীফ আকন্দ ও নজীবউল্লাহ একজন আরেকজনের দিকে তাকাল - এ ব্যাপারটি ঘটতে পারে তারা আগে চিন্তা করেনি,ʃo.ripʰ a.kɔn.d̪o o no.ɟib.ul.lah æk.ɟɔn a.rek.ɟɔ.ner d̪i.ke t̪a.ka.lo e bæ.par.ti gʰot.t̪e pa.re t̪a.ra a.ge cin.t̪a kɔ.re.ni ,SH OW R IH P SIL AA K AO N D OW SIL OW SIL N OW JH IH B UW L L AA HH SIL AE K JH AO N SIL AA R EY K JH AO N EY R SIL D IH K EY SIL T AA K AA L OW SIL EY SIL B AE P AA R T IH SIL OW T T EY SIL P AA R EY SIL T AA R AA SIL AA EY SIL IH N T AA SIL K AO R EY N IH
"শরীফ আকন্দ ইতস্তত করে বলল, যে তথ্যগুলো তোমাদের আওতার বাইরে রাখা হয়েছে সেগুলো তোমাদের সম্পর্কে ব্যক্তিগত তথ্য",ʃo.ripʰ a.kɔn.d̪o i.t̪ɔs.t̪ɔ.t̪o ko.re bol.lo ɟe t̪ot̪.t̪ʰo.gu.lo t̪o.ma.d̪er a.o.t̪ar bai.re ra.kʰa he.je.cʰe ʃe.gu.lo t̪o.ma.d̪er ʃɔm.pɔrk.ke bek.t̪i.gɔ.t̪o t̪ot̪.t̪ʰo ,SH OW R IH P SIL AA K AO N D OW SIL IH T AO S T AO T OW SIL K OW R EY SIL B OW L L OW SIL JH EY SIL T OW T T OW UW L OW SIL T OW M AA D EY R SIL AA OW T AA R SIL B AA IH R EY SIL R AA K AA SIL HH EY Y EY EY SIL SH EY UW L OW SIL T OW M AA D EY R SIL SH AO M P AO R K K EY SIL B EY K T IH AO T OW SIL T OW T T OW
আমরা যে-প্রশ্নটি করেছি তার সাথে এর কোনো সম্পর্ক নেই,am.ra ɟe proʃ.no.ti ko.re.cʰi t̪ar ʃa.t̪ʰe er ko.no ʃɔm.pɔ.rɔk nei ,AA M R AA SIL JH EY SIL P R OW SH N OW T IH SIL K OW R EY IH SIL T AA R SIL SH AA T EY SIL EY R SIL K OW N OW SIL SH AO M P AO R AO K SIL N EY IH
"আছে""",a.cʰe ,AA EY
শরীফ আকন্দ ভাবল একবার জিজ্ঞেস করে কেন কিন্তু এই বিকলাঙ্গ শিশুগুলোকে যেভাবে বড় করা হয়েছে তাতে তাদের সাথে আলোচনা বা তর্ক-বিতর্কের কোন সুযোগ নেই,ʃo.ripʰ a.kɔn.d̪o bʰab.lo æk.bar ɟig.gẽʃ ko.re kæ.no kin.t̪u ei bi.kɔ.laŋ.go ʃi.ʃu.gu.lo.ke ɟe.bʰa.be bɔ.ɾo kɔ.ra he.je.cʰe t̪a.t̪e t̪a.d̪er ʃa.t̪ʰe a.lo.cɔ.na ba t̪ɔrk.ko bi.t̪ɔr.ker kon ʃu.ɟog nei ,SH OW R IH P SIL AA K AO N D OW SIL B AA B L OW SIL AE K B AA R SIL JH IH EY SH SIL K OW R EY SIL K AE N OW SIL K IH N T UW SIL EY IH SIL B IH K AO L AA NG OW SIL SH IH SH UW UW L OW K EY SIL JH EY B AA B EY SIL B AO DX OW SIL K AO R AA SIL HH EY Y EY EY SIL T AA T EY SIL T AA D EY R SIL SH AA T EY SIL AA L OW AO N AA SIL B AA SIL T AO R K K OW SIL B IH T AO R K EY R SIL K OW N SIL SH UW JH OW SIL N EY IH
"নজীবউল্লাহ জিজ্ঞেস করল, তোমরা কী জানতে চাও",no.ɟib.ul.lah ɟig.gẽʃ kor.lo t̪om.ra ki ɟan.t̪e cao ,N OW JH IH B UW L L AA HH SIL JH IH EY SH SIL K OW R L OW SIL T OW M R AA SIL K IH SIL JH AA N T EY SIL AA OW
"আমরা কারা""",am.ra ka.ra ,AA M R AA SIL K AA R AA
"আমরা এখানে কেন""",am.ra e.kʰa.ne kæ.no ,AA M R AA SIL EY K AA N EY SIL K AE N OW
নজীবউল্লাহ নিজের ভিতরে একধরনের অস্বস্তি অনুভব করে,no.ɟib.ul.lah ni.ɟer bʰi.t̪o.re æk.d̪ʰɔ.ro.ner ɔʃ.ʃos.t̪i o.nu.bʰɔb ko.re ,N OW JH IH B UW L L AA HH SIL N IH JH EY R SIL B IH T OW R EY SIL AE K D AO R OW N EY R SIL AO SH SH OW S T IH SIL OW N UW B AO B SIL K OW R EY
জিনেটিক ইঞ্জিনিয়ারিং ব্যবহার করে মানুষের যে-প্রজাতিকে ক্লোন করে এই অচিন্তনীয় প্রতিভাধর শিশু তৈরি করা হয়েছে তাদের ভিতরে মানবিক কোনো চেতনা থাকার কথা নয়,ɟi.ne.tik in.ɟi.ni.a.riŋ bæ.bo.har ko.re ma.nu.ʃer ɟe pro.ɟa.t̪i.ke klon ko.re ei ɔ.cin.t̪o.ni.o pro.t̪i.bʰa.d̪ʰɔr ʃi.ʃu t̪oi.ri kɔ.ra he.je.cʰe t̪a.d̪er bʰi.t̪o.re ma.no.bik ko.no ce.t̪o.na t̪ʰa.kar kɔ.t̪ʰa nɔj ,JH IH N EY T IH K SIL IH N JH IH N IH AA R IH NG SIL B AE B OW HH AA R SIL K OW R EY SIL M AA N UW SH EY R SIL JH EY SIL P R OW JH AA T IH K EY SIL K L OW N SIL K OW R EY SIL EY IH SIL AO IH N T OW N IH OW SIL P R OW T IH B AA D AO R SIL SH IH SH UW SIL T OW IH R IH SIL K AO R AA SIL HH EY Y EY EY SIL T AA D EY R SIL B IH T OW R EY SIL M AA N OW B IH K SIL K OW N OW SIL EY T OW N AA SIL T AA K AA R SIL K AO T AA SIL N AO Y
কিন্তু তারা যে-প্রশ্ন করেছে তার উত্তর জানার জন্যে এই মানবিক অনুভূতিগুলো থাকার প্রয়োজন,kin.t̪u t̪a.ra ɟe proʃ.no ko.re.cʰe t̪ar ut̪.t̪or ɟa.nar ɟon.ne ei ma.no.bik o.nu.bʰu.t̪i.gu.lo t̪ʰa.kar pro.jo.ɟon ,K IH N T UW SIL T AA R AA SIL JH EY SIL P R OW SH N OW SIL K OW R EY EY SIL T AA R SIL UW T T OW R SIL JH AA N AA R SIL JH OW N N EY SIL EY IH SIL M AA N OW B IH K SIL OW N UW B UW T IH UW L OW SIL T AA K AA R SIL P R OW Y OW JH OW N
সেই অনুভূতি ছাড়া এই প্রশ্নের উত্তর তারা কেমন করে অনুভব করবে,ʃei o.nu.bʰu.t̪i cʰa.ɾa ei proʃ.ner ut̪.t̪or t̪a.ra kæ.mon ko.re o.nu.bʰɔb kor.be ,SH EY IH SIL OW N UW B UW T IH SIL AA DX AA SIL EY IH SIL P R OW SH N EY R SIL UW T T OW R SIL T AA R AA SIL K AE M OW N SIL K OW R EY SIL OW N UW B AO B SIL K OW R B EY
"নজীবউল্লাহ আড়চোখে শরীফ আকন্দের দিকে তাকিয়ে নিচুগলায় বলল, আমি আগেই বলেছিলাম এই ঝামেলায় গিয়ে লাভ নেই",no.ɟib.ul.lah aɾ.co.kʰe ʃo.ripʰ a.kɔn.d̪er d̪i.ke t̪a.ki.je ni.cu.gɔ.laj bol.lo a.mi a.gei bo.le.cʰi.lam ei ɟʰa.me.laj gi.e labʰ nei ,N OW JH IH B UW L L AA HH SIL AA DX OW K EY SIL SH OW R IH P SIL AA K AO N D EY R SIL D IH K EY SIL T AA K IH Y EY SIL N IH UW AO L AA Y SIL B OW L L OW SIL AA M IH SIL AA EY IH SIL B OW L EY IH L AA M SIL EY IH SIL JH AA M EY L AA Y SIL IH EY SIL L AA B SIL N EY IH
"শরীফ আকন্দ ফিস ফিস করে বলল, এখন কি করতে চাও""",ʃo.ripʰ a.kɔn.d̪o pʰiʃ pʰiʃ ko.re bol.lo æ.kʰon ki kor.t̪e cao ,SH OW R IH P SIL AA K AO N D OW SIL P IH SH SIL P IH SH SIL K OW R EY SIL B OW L L OW SIL AE K OW N SIL K IH SIL K OW R T EY SIL AA OW
"আমাদের প্রশ্নটা বাতিল করে দিই""",a.ma.d̪er proʃ.no.ta ba.t̪il ko.re d̪i.i ,AA M AA D EY R SIL P R OW SH N OW T AA SIL B AA T IH L SIL K OW R EY SIL D IH IH
"শরীফ আকন্দ মাথা নেড়ে বলল, ঠিক আছে""",ʃo.ripʰ a.kɔn.d̪o ma.t̪ʰa ne.ɾe bol.lo tʰik a.cʰe ,SH OW R IH P SIL AA K AO N D OW SIL M AA T AA SIL N EY DX EY SIL B OW L L OW SIL T IH K SIL AA EY
"নজীবউল্লাহ গলার স্বর উঁচু করে বলল, আমরা যে-প্রশ্নটি করেছি তার উত্তর দেবার প্রয়োজন নেই",no.ɟib.ul.lah gɔ.lar ʃɔr ũ.cu ko.re bol.lo am.ra ɟe proʃ.no.ti ko.re.cʰi t̪ar ut̪.t̪or d̪e.bar pro.jo.ɟon nei ,N OW JH IH B UW L L AA HH SIL AO L AA R SIL SH AO R SIL UW UW SIL K OW R EY SIL B OW L L OW SIL AA M R AA SIL JH EY SIL P R OW SH N OW T IH SIL K OW R EY IH SIL T AA R SIL UW T T OW R SIL D EY B AA R SIL P R OW Y OW JH OW N SIL N EY IH
"""প্রশ্নটা বাতিল করে দিচ্ছি""",proʃ.no.ta ba.t̪il ko.re d̪ic.cʰi ,P R OW SH N OW T AA SIL B AA T IH L SIL K OW R EY SIL D IH IH
"প্রায়োরিটি কোডিং কত""",pra.jo.ri.ti ko.diŋ kɔ.t̪o ,P R AA Y OW R IH T IH SIL K OW D IH NG SIL K AO T OW
নজীবউল্লাহ আবার পকেট থেকে একটা ছোট কার্ড বের করে কিছু সংখ্যা উচ্চারণ করল,no.ɟib.ul.lah a.bar pɔ.ket t̪ʰe.ke æk.ta cʰo.to kard ber ko.re ki.cʰu ʃoŋ.kʰa uc.ca.ron kor.lo ,N OW JH IH B UW L L AA HH SIL AA B AA R SIL P AO K EY T SIL T EY K EY SIL AE K T AA SIL OW T OW SIL K AA R D SIL B EY R SIL K OW R EY SIL K IH UW SIL SH OW NG K AA SIL UW AA R OW N SIL K OW R L OW
"বিকলাঙ্গ শিশুদের ভেতর থেকে কোনো একজন বলল, সমস্যা বাতিল করা হল",bi.kɔ.laŋ.go ʃi.ʃu.d̪er bʰe.t̪or t̪ʰe.ke ko.no æk.ɟɔn bol.lo ʃɔ.moʃ.ʃa ba.t̪il kɔ.ra hɔl ,B IH K AO L AA NG OW SIL SH IH SH UW D EY R SIL B EY T OW R SIL T EY K EY SIL K OW N OW SIL AE K JH AO N SIL B OW L L OW SIL SH AO M OW SH SH AA SIL B AA T IH L SIL K AO R AA SIL HH AO L
নজীবউল্লাহ একটা স্বস্তির নিঃশ্বাস ফেলল,no.ɟib.ul.lah æk.ta ʃos.t̪ir niʃ.ʃaʃ pʰel.lo ,N OW JH IH B UW L L AA HH SIL AE K T AA SIL SH OW S T IH R SIL N IH SH SH AA SH SIL P EY L L OW
বিকলাঙ্গ শিশুগুলো আবার নিজেদের টেনে হিঁচড়ে ঘরের নানা জায়গায় বসানো কম্পিউটারগুলোর সামনে বসে কাজ শুরু করে দেয়,bi.kɔ.laŋ.go ʃi.ʃu.gu.lo a.bar ni.ɟe.d̪er te.ne hĩc.ɾe gʰɔ.rer na.na ɟaj.gaj bɔ.ʃa.no kɔm.piu.tar.gu.lor ʃam.ne bɔ.ʃe kaɟ ʃu.ru ko.re d̪e.o ,B IH K AO L AA NG OW SIL SH IH SH UW UW L OW SIL AA B AA R SIL N IH JH EY D EY R SIL T EY N EY SIL HH IH DX EY SIL AO R EY R SIL N AA N AA SIL JH AA Y AA Y SIL B AO SH AA N OW SIL K AO M P IH UW T AA R UW L OW R SIL SH AA M N EY SIL B AO SH EY SIL K AA JH SIL SH UW R UW SIL K OW R EY SIL D EY OW
তাদের কাজ করার দৃশ্যটি অদ্ভুত - অনেকটা পরাবাস্তব দৃশ্যের মতো - মনে হয় কোনো পচে যাওয়া মাংসের টুকরোর মাঝে কিছু পোকা কিলবিল করছে,t̪a.d̪er kaɟ kɔ.rar d̪riʃ.ʃo.ti ɔd̪.bʰut̪ ɔ.nek.ta pɔ.ra.bas.t̪ob d̪riʃ.ʃer mɔ.t̪o mo.ne hɔj ko.no po.ce ɟao.a maŋ.ʃer tuk.ror ma.ɟʰe ki.cʰu po.ka kil.bil kor.cʰe ,T AA D EY R SIL K AA JH SIL K AO R AA R SIL D R IH SH SH OW T IH SIL AO D B UW T SIL AO N EY K T AA SIL P AO R AA B AA S T OW B SIL D R IH SH SH EY R SIL M AO T OW SIL M OW N EY SIL HH AO Y SIL K OW N OW SIL P OW EY SIL JH AA OW AA SIL M AA NG SH EY R SIL T UW K R OW R SIL M AA JH EY SIL K IH UW SIL P OW K AA SIL K IH L B IH L SIL K OW R EY
"এই শিশুগুলো কৃত্রিম উপায়ে তৈরি পৃথিবীর সর্বশ্রেষ্ঠ প্রতিভাবান শিশুর ক্লোন, ব্যাপারটা এখনো বিশ্বাস হয় না",ei ʃi.ʃu.gu.lo krit̪.t̪rim u.pa.je t̪oi.ri pri.t̪ʰi.bir ʃɔrb.bo.sreʃ.tʰo pro.t̪i.bʰa.ban ʃi.ʃur klon bæ.par.ta æ.kʰo.no biʃ.ʃaʃ hɔj na ,EY IH SIL SH IH SH UW UW L OW SIL K R IH T T R IH M SIL UW P AA Y EY SIL T OW IH R IH SIL P R IH T IH B IH R SIL SH AO R B B OW S R EY SH T OW SIL P R OW T IH B AA B AA N SIL SH IH SH UW R SIL K L OW N SIL B AE P AA R T AA SIL AE K OW N OW SIL B IH SH SH AA SH SIL HH AO Y SIL N AA
"শরীফ আকন্দ নজীবউল্লাহর কনুই স্পর্শ করে বলল, চলো যাই""",ʃo.ripʰ a.kɔn.d̪o no.ɟib.ul.la.hɔr ko.nui spɔrʃ.ʃo ko.re bol.lo cɔ.lo ɟai ,SH OW R IH P SIL AA K AO N D OW SIL N OW JH IH B UW L L AA HH AO R SIL K OW N UW IH SIL S P AO R SH SH OW SIL K OW R EY SIL B OW L L OW SIL AO L OW SIL JH AA IH
"চলো""",cɔ.lo ,AO L OW
"দুজন ঘরের দরজার দিকে হেঁটে যায়, হ্যাণ্ডেল স্পর্শ করে দরজা খোলার চেষ্টা করে আবিষ্কার করল দরজাটি বন্ধ",d̪u.ɟon gʰɔ.rer d̪ɔr.ɟar d̪i.ke he.te ɟaj hæn.del spɔrʃ.ʃo ko.re d̪ɔr.ɟa kʰo.lar ceʃ.ta ko.re a.biʃ.kar kor.lo d̪ɔr.ɟa.ti bɔn.d̪ʰo ,D UW JH OW N SIL AO R EY R SIL D AO R JH AA R SIL D IH K EY SIL HH EY T EY SIL JH AA Y SIL HH AE N D EY L SIL S P AO R SH SH OW SIL K OW R EY SIL D AO R JH AA SIL K OW L AA R SIL EY SH T AA SIL K OW R EY SIL AA B IH SH K AA R SIL K OW R L OW SIL D AO R JH AA T IH SIL B AO N D OW
"সে কি""",ʃe ki ,SH EY SIL K IH
"""দরজা বন্ধ হল কেমন করে """,d̪ɔr.ɟa bɔn.d̪ʰo hɔl kæ.mon ko.re ,D AO R JH AA SIL B AO N D OW SIL HH AO L SIL K AE M OW N SIL K OW R EY
"শরীফ আকন্দ এগিয়ে গিয়ে দরজায় ধাক্কা দিল, সত্যি সত্যি দরজা বন্ধ",ʃo.ripʰ a.kɔn.d̪o e.gi.je gi.e d̪ɔr.ɟaj d̪ʰak.ka d̪il ʃot̪.t̪i ʃot̪.t̪i d̪ɔr.ɟa bɔn.d̪ʰo ,SH OW R IH P SIL AA K AO N D OW SIL EY IH Y EY SIL IH EY SIL D AO R JH AA Y SIL D AA K K AA SIL D IH L SIL SH OW T T IH SIL SH OW T T IH SIL D AO R JH AA SIL B AO N D OW
বিকলাঙ্গ বারোজন শিশুর সাথে একটি ঘরে আটকা পড়ে গেছে - এই ধরনের একটি অবাস্তব আতঙ্ক হঠাৎ তাকে গ্রাস করে ফেলে,bi.kɔ.laŋ.go ba.ro.ɟon ʃi.ʃur ʃa.t̪ʰe ek.ti gʰɔ.re at.ka pɔ.ɾe gæ.cʰe ei d̪ʰɔ.ro.ner ek.ti ɔ.bas.t̪ob a.t̪ɔŋ.ko hɔ.tʰat̪ t̪a.ke graʃ ko.re pʰe.le ,B IH K AO L AA NG OW SIL B AA R OW JH OW N SIL SH IH SH UW R SIL SH AA T EY SIL EY K T IH SIL AO R EY SIL AA T K AA SIL P AO DX EY SIL AE EY SIL EY IH SIL D AO R OW N EY R SIL EY K T IH SIL AO B AA S T OW B SIL AA T AO NG K OW SIL HH AO T AA T SIL T AA K EY SIL R AA SH SIL K OW R EY SIL P EY L EY
